#,0,1,2,3,4,5,6,1006,7,8,9,10,11,12,21,22,23,31,32,36,33,34,35,93,94,95,96,97,98,52001,52002,52003,52004,52005,52006,52007,99
1004,TipHead,2,3,0,1,0,68,0,0,0,10,10,20,10,0,2,0,0,0,0,0,0,11,4,100,200,3,0,4,0,0,0,0,2,2,0,额头尖来牙口利，斗相凶顽不可欺。
1005,SquareHead,2,3,0,1,0,60,0,0,0,10,10,20,10,0,2,0,0,0,0,0,0,13,4,100,200,4,0,4,0,0,0,0,2,2,0,头方眼高性刚强，腮宽额阔牙锋藏。
1006,BigHead,2,3,0,1,0,52,0,0,0,10,10,20,10,0,2,0,0,0,0,0,0,15,4,100,200,5,0,4,0,0,0,0,2,2,0,项宽头大力气强，自有勇力莫商量。
1007,WrinkleHead,3,3,0,1,0,44,0,0,0,15,15,20,20,0,3,0,0,0,0,0,0,17,4,225,675,6,0,5,0,0,0,0,3,3,0,头上斗丝密密麻，场中得胜遍开花。
1008,BlackFace,3,3,0,1,0,36,0,0,0,15,15,20,20,0,3,0,0,0,0,0,0,19,4,225,675,7,0,5,0,0,0,0,3,3,0,一张长脸如灶黑，此物名号是强良。
1009,RedForehead,3,3,0,1,0,28,0,0,0,15,15,20,20,0,3,0,0,0,0,0,0,21,4,225,675,8,0,5,0,0,0,0,3,3,0,当头一点似血红，咬死来虫尽逞凶。
1010,GoldTripot,4,1,0,1,0,20,0,0,0,20,20,30,20,0,4,0,0,0,0,0,0,23,4,400,1600,9,0,5,0,0,0,0,3,3,0,头宽眼大额抹金，日交三度也还赢。
1011,ThreeTips,4,1,0,1,0,16,0,0,0,20,20,30,20,0,4,0,0,0,0,0,0,25,4,400,1600,10,0,5,0,0,0,0,4,4,0,三面出角锭高结，赢得满场万千千。
1012,GemHead,4,1,0,1,0,12,0,0,0,20,20,30,20,0,4,0,0,0,0,0,0,27,4,400,1600,11,0,5,0,0,0,0,4,4,0,宝石雕成六面角，玲珑剔透闪晶光。
1013,AmberHead,5,1,0,1,0,8,0,0,0,25,25,30,30,0,5,0,0,0,0,0,0,30,8,625,3125,12,0,6,0,0,0,0,5,5,0,头似琥珀星如玉，咬退诸虫不复局。
1014,ButterflyHead,5,1,0,1,0,6,0,0,0,25,25,30,30,0,5,0,0,0,0,0,0,32,8,625,3125,13,0,6,0,0,0,0,5,5,0,两眼高耸星门突，名号蝴蝶殊难输。
1015,JadeTripot,6,1,0,1,0,4,0,0,0,30,30,40,40,0,6,0,0,0,0,0,0,34,12,900,5400,14,0,6,0,0,0,0,6,6,0,额悬白玉圆如珠，千金不换玉龙驹。
1016,DragonflyHead,6,1,0,1,0,3,0,0,0,30,30,40,40,0,7,0,0,0,0,0,0,36,12,900,5400,15,0,6,0,0,0,0,7,7,0,额高眼突蜻蜓样，诸虫见了岂能当。
1017,BodhiHead,7,1,0,1,0,2,0,0,0,35,35,50,50,0,8,0,0,0,0,0,0,38,16,1225,8575,16,0,7,0,0,0,0,8,8,0,圆头饱满项宽舒，四面结锭若明珠。
1018,StarHead,7,1,0,1,0,1,0,0,0,35,35,50,50,0,9,0,0,0,0,0,0,40,16,1225,8575,17,0,7,0,0,0,0,9,9,0,头黄项勒足轩昂，黄玉星头隆额上。
2001,RoundWings,1,3,0,1,0,92,0,0,0,5,5,0,0,1,0,0,0,0,0,5,1,0,8,25,25,18,0,4,1,0,1,0,0,0,0,圆翅短小梢无锋，腰身细长肉也松。
2002,SquareWings,1,3,0,1,0,84,0,0,0,5,5,0,0,1,0,0,0,0,0,7,1,0,8,25,25,19,0,4,1,0,1,0,0,0,0,两翅方正粗且厚，肚尾空空不堪斗。
2003,TipWings,1,3,0,1,0,76,0,0,0,5,5,0,0,1,0,0,0,0,0,9,1,0,8,25,25,20,0,4,1,0,1,0,0,0,0,体态轻盈翅梢尖，修长好似两把剑。
2004,WideWings,2,3,0,1,0,68,0,0,0,10,10,0,0,2,0,0,0,0,0,11,2,0,4,100,200,21,0,4,2,0,2,0,0,0,0,阔翅生相似骨牌，衣翅无角尾锋短。
2005,DarkBack,2,3,0,1,0,60,0,0,0,10,10,0,0,2,0,0,0,0,0,13,2,0,4,100,200,22,0,4,2,0,2,0,0,0,0,翅如点漆包扎紧，左右观来无别色。
2006,WarpWings,2,3,0,1,0,52,0,0,0,40,-10,0,0,2,0,0,0,0,0,15,2,0,4,100,200,23,0,4,2,0,2,0,0,0,0,翘翅无声性最雄，头大牙长定立功。
2007,YinYangWings,3,1,0,1,0,44,0,0,0,15,15,0,0,3,0,0,0,0,0,17,3,0,4,225,675,24,0,5,3,0,3,0,0,0,0,将军生来穿怪衣，雌雄莫辨真稀奇。
2008,RottenClothes,3,1,0,1,0,36,0,0,0,50,-20,0,0,3,0,0,0,0,0,19,3,0,4,225,675,25,0,5,3,0,3,0,0,0,0,衣衫褴褛肉带苍，秋虫见了自慌张。
2009,LongClothes,3,1,0,1,0,28,0,0,0,15,15,0,0,3,0,0,0,0,0,21,3,0,4,225,675,26,0,5,3,0,3,0,0,0,0,腿白腰圆翅齐尾，头大项阔金长衣。
2010,PurpleWings,4,3,0,1,0,20,0,0,0,20,20,0,0,4,0,0,0,0,0,23,4,0,4,400,1600,27,0,5,3,0,3,0,0,0,0,身宽项阔翅皱文，紫袍将军妙绝伦。
2011,SilverBack,4,3,0,1,0,16,0,0,0,20,20,0,0,4,0,0,0,0,0,25,4,0,4,400,1600,28,0,5,4,0,4,0,0,0,0,翅似铺银肉似霜，要知此物不寻常。
2012,FlyWings,4,3,0,1,0,12,0,0,0,20,20,0,0,4,0,0,0,0,0,27,4,0,4,400,1600,29,0,5,4,0,4,0,0,0,0,飞蛛善斗体轻盈，将军百战百场赢。
2013,GlassWings,5,1,0,1,0,8,0,0,0,-20,35,0,0,5,0,0,0,0,0,30,5,0,8,625,3125,30,0,6,5,0,5,0,0,0,0,玉白雕成两片翅，淡薄轻银似透明。
2014,DarkgoldWings,5,1,0,1,0,6,0,0,0,25,25,0,0,5,0,0,0,0,0,32,5,0,8,625,3125,31,0,6,5,0,5,0,0,0,0,翅黑如墨绽金光，扫尽诸虫不可当。
2015,AzuregoldWings,6,1,0,1,0,4,0,0,0,30,30,0,0,6,0,0,0,0,0,34,6,0,12,900,5400,32,0,6,6,0,6,0,0,0,0,好似竹叶铺黄金，长衣齐尾神采盈。
2016,LuteWings,6,1,0,1,0,3,0,0,0,30,30,0,0,7,0,0,0,0,0,36,6,0,12,900,5400,33,0,6,7,0,7,0,0,0,0,琵琶项上带销金，头小牙长体似金。
2017,Meridian,7,1,0,1,0,2,0,0,0,35,35,0,0,8,0,0,0,0,0,38,7,0,16,1225,8575,34,0,7,8,0,8,0,0,0,0,左搭生性猛似火，时辰子午更换频。
2018,BrocadeRaincoat,7,1,0,1,0,1,0,0,0,35,35,0,0,9,0,0,0,0,0,40,7,0,16,1225,8575,35,0,7,9,0,9,0,0,0,0,两翅平铺似鸟飞，闻名天下锦蓑衣。
3001,Watertooth,1,3,0,1,0,92,0,0,0,5,5,0,0,0,0,1,5,1,-3,0,0,0,8,25,25,36,0,4,0,1,0,1,0,0,0,一付牙齿水汪汪，好似糯米煮成汤。
3002,Flowertooth,1,3,0,1,0,84,0,0,0,5,5,0,0,0,0,1,7,1,-4,0,0,0,8,25,25,37,0,4,0,1,0,1,0,0,0,牙色不分无力气，胜少输多何必疑。
3003,Yellowtooth,1,3,0,1,0,76,0,0,0,5,5,0,0,0,0,1,9,1,-5,0,0,0,8,25,25,38,0,4,0,1,0,1,0,0,0,油黄牙齿宽又阔，纵然得胜终难久。
3004,Purpletooth,2,3,0,1,0,68,0,0,0,10,10,0,0,0,0,2,11,2,-6,0,0,0,4,100,200,39,0,4,0,2,0,2,0,0,0,深紫牙齿浓似墨，咬杀秋虫人失色。
3005,Whitetooth,2,3,0,1,0,60,0,0,0,10,10,0,0,0,0,2,13,2,-7,0,0,0,4,100,200,40,0,4,0,2,0,2,0,0,0,长牙细白利如剑，将军阵前舞白练。
3006,Redtooth,2,3,0,1,0,52,0,0,0,10,10,0,0,0,0,2,15,2,-8,0,0,0,4,100,200,41,0,4,0,2,0,2,0,0,0,红牙一对长且细，合战交锋如霹雳。
3007,Sesametooth,3,1,0,1,0,44,0,0,0,15,15,0,0,0,0,3,17,3,-9,0,0,0,4,225,675,42,0,5,0,3,0,3,0,0,0,斑斑点点牙一对，四四方方骷髅脸。
3008,AlfalfaClamp,3,1,0,1,0,36,0,0,0,15,15,0,0,0,0,3,19,3,-10,0,0,0,4,225,675,43,0,5,0,3,0,3,0,0,0,牙中挂线紫黑色，骁勇善战惹人羡。
3009,Weavingtooth,3,3,0,1,0,28,0,0,0,15,15,0,0,0,0,3,21,3,-11,0,0,0,4,225,675,44,0,5,0,3,0,3,0,0,0,黑纹上下左右连，一牙双线不多见。
3010,Cuttertooth,4,1,0,1,0,20,0,0,0,20,20,0,0,0,0,4,23,4,-12,0,0,0,4,400,1600,45,0,5,0,3,0,3,0,0,0,口中一副铜铡刀，来虫只好把命交。
3011,Eggtooth,4,1,0,1,0,16,0,0,0,20,20,0,0,0,0,4,25,4,-13,0,0,0,4,400,1600,46,0,5,0,4,0,4,0,0,0,牙上黑斑似蛋形，自是交口场场赢。
3012,MandarinDuckTooth,4,1,0,1,0,12,0,0,0,20,20,0,0,0,0,4,27,4,-14,0,0,0,4,400,1600,47,0,5,0,4,0,4,0,0,0,异相生来两个牙，一红一白实堪夸。
3013,BlackredClamp,5,1,0,1,0,8,0,0,0,25,25,0,0,0,0,5,30,5,-15,0,0,0,8,625,3125,48,0,6,0,5,0,5,0,0,0,黑边牙齿色深红，鬼头刀上走乌龙。
3014,CandleClamp,5,1,0,1,0,6,0,0,0,25,25,0,0,0,0,5,32,5,-16,0,0,0,8,625,3125,49,0,6,0,5,0,5,0,0,0,厚阔獠牙开一线，朱光闪烁红如血。
3015,NailClamp,6,1,0,1,0,4,0,0,0,30,30,0,0,0,0,6,34,6,-17,0,0,0,12,900,5400,50,0,6,0,6,0,6,0,0,0,根粗头锐亮如银，最贵不过尖竹钉。
3016,Bonetooth,6,1,0,1,0,3,0,0,0,30,30,0,0,0,0,7,36,6,-18,0,0,0,12,900,5400,51,0,6,0,7,0,7,0,0,0,干洁无光灰白色，死人骨头一般同。
3017,Irongate,7,1,0,1,0,2,0,0,0,35,35,0,0,0,0,8,38,7,-19,0,0,0,16,1225,8575,52,0,7,0,8,0,8,0,0,0,一道黑纹横中间，牙中无敌世难见。
3018,StellClamp,7,1,0,1,0,1,0,0,0,35,35,0,0,0,0,9,40,7,-20,0,0,0,16,1225,8575,53,0,7,0,9,0,9,0,0,0,黑牙如漆荞麦形，乌钢铸成世上稀。
4001,Blackeye,4,3,0,1,0,8,0,0,0,20,20,0,0,0,0,0,15,3,-5,15,3,15,4,400,1600,54,0,4,0,0,0,0,0,0,0,眼如黑漆面上突，此般贵相最难求。
4002,Sunmooneye,5,1,0,1,0,4,0,0,0,25,25,0,0,0,0,0,20,4,-5,20,4,20,8,625,3125,55,0,5,0,0,0,0,0,0,0,看来黑白两分明，异样生成怪眼睛。
4003,YinYangEye,6,1,0,1,0,2,0,0,0,30,30,0,0,0,0,0,25,5,-5,25,5,25,12,900,5400,56,0,5,0,0,0,0,0,0,0,赤如丹砂白如玉，一红一白分阴阳。
4004,ThreeLines,4,3,0,1,0,8,0,0,0,20,20,10,10,2,2,2,0,0,0,0,0,0,4,400,1600,57,0,5,0,8,0,0,0,0,0,额上斗丝分三线，当中一条红如血。
4005,SingleLine,5,1,0,1,0,4,0,0,0,25,25,20,20,3,3,3,0,0,0,0,0,0,8,625,3125,58,0,6,0,10,0,0,0,0,0,将军当头一条线，来虫交口便打旋。
4006,EightLines,6,1,0,1,0,2,0,0,0,30,30,30,30,4,4,4,0,0,0,0,0,0,12,900,5400,59,0,6,0,12,0,0,0,0,0,五七斗丝何足贵，诸虫岂敌八纹枭。
4007,Turtleshell,4,3,0,1,0,8,0,0,0,30,20,50,0,0,0,0,0,0,0,30,4,0,4,400,1600,60,0,4,0,0,0,0,8,0,0,腹带龟甲黑似漆，腿圆项紧身有力。
4008,Goldenbelt,5,1,0,1,0,4,0,0,0,35,25,60,0,0,0,0,0,0,0,35,5,0,8,625,3125,61,0,5,0,0,0,0,10,0,0,红铃若得满腰生，常胜号为金束带。
4009,Dragonscale,6,1,0,1,0,2,0,0,0,40,30,70,0,0,0,0,0,0,0,40,6,0,12,900,5400,62,0,5,0,0,0,0,12,0,0,满背生得红铃甲，将军披挂刺锦花。
4010,MandarinDuckTentacle,4,1,0,1,0,8,0,0,0,20,20,0,50,0,0,0,30,4,-20,0,0,0,4,400,1600,63,0,4,8,0,0,0,0,0,0,将军头上雉尾摇，一黑一红逞英豪。
4011,BambooTentacle,5,1,0,1,0,4,0,0,0,25,25,0,60,0,0,0,35,5,-20,0,0,0,8,625,3125,64,0,5,10,0,0,0,0,0,0,战须中间有一节，不拘左右皆妙绝。
4012,ButterflyTentacle,6,1,0,1,0,2,0,0,0,30,30,0,70,0,0,0,40,6,-20,0,0,0,12,900,5400,65,0,5,12,0,0,0,0,0,0,蝴蝶须短鼓锥形，一见敌虫逞凶狂。
4013,IronNeck,4,3,0,1,0,8,0,0,0,25,20,0,0,0,0,0,0,0,0,35,7,0,4,400,1600,66,0,6,0,0,0,0,0,8,0,铁皮颈项宽又阔，项上生茸色正浓。
