#,94,95,96,97,98,1,2,3,4,5,6,7,101,102,103,104,105,106,107,108,109,110,111,112,201,202,203,204,205,206,207,208,301,302,303,401,402
15,0,0,0,0,0,30,0,14,-14,0,14,-14,70,90,110,120,110,55,70,55,110,70,55,120,130,35,65,35,65,65,130,260,0,0,0,125,-20
16,0,0,50,0,0,30,0,14,-14,0,14,-14,80,100,120,120,120,60,80,60,120,80,60,120,140,35,65,35,65,65,140,280,0,0,0,125,-20
17,0,0,75,0,0,30,0,14,-14,0,14,-14,90,110,120,120,120,65,90,65,120,90,65,120,150,40,70,40,70,70,150,300,0,0,0,125,-20
18,0,0,90,0,0,30,0,14,-14,0,14,-14,100,120,120,120,120,70,100,70,120,100,70,120,160,40,75,40,75,75,160,320,0,0,0,125,-20
19,0,0,90,0,0,30,0,14,-14,0,14,-14,110,120,120,110,120,75,110,75,120,110,75,115,170,40,80,40,80,80,170,340,0,0,0,125,-20
20,0,0,90,0,0,30,0,13,-12,0,13,-12,120,120,120,100,120,80,120,80,120,120,80,110,200,50,100,50,100,100,200,400,0,0,0,125,-20
21,0,0,90,0,0,30,0,13,-12,0,13,-12,120,120,118,99,118,81,120,81,118,120,81,110,205,55,105,55,105,105,205,410,0,0,0,100,-30
22,0,0,90,0,0,30,0,13,-12,0,13,-12,120,120,116,98,116,82,120,82,116,120,82,110,210,55,105,55,105,105,210,420,0,0,0,100,-30
23,0,0,90,0,0,30,0,13,-12,0,13,-12,120,120,114,97,114,83,120,83,114,120,83,110,215,55,110,55,110,110,215,430,0,0,0,100,-30
24,0,0,90,0,0,30,0,13,-12,0,13,-12,120,120,112,96,112,84,120,84,112,120,84,110,220,60,110,60,110,110,220,440,0,0,0,100,-30
25,0,0,90,0,0,30,0,12,-10,0,12,-10,120,120,110,95,110,85,120,85,110,120,85,110,230,60,115,60,115,115,230,460,0,0,0,100,-30
26,0,0,90,0,0,30,0,12,-10,0,12,-10,120,120,108,94,108,86,120,86,108,120,86,110,240,60,115,60,115,115,240,480,0,0,0,100,-30
27,0,0,90,0,0,30,0,12,-10,0,12,-10,120,120,106,93,106,87,120,87,106,120,87,110,250,65,120,65,120,120,250,500,0,0,0,100,-30
28,0,0,90,0,0,30,0,12,-10,0,12,-10,120,120,104,92,104,88,120,88,104,120,88,110,260,65,125,65,125,125,260,520,0,0,0,100,-30
29,0,0,90,0,0,30,0,12,-10,0,12,-10,120,120,102,91,102,89,120,89,102,120,89,110,270,65,130,65,130,130,270,540,0,0,0,100,-30
30,0,-25,75,0,0,30,0,11,10,0,11,10,120,120,100,90,100,90,120,90,100,120,90,110,300,75,150,75,150,150,300,600,0,0,0,100,-30
31,0,-25,75,0,0,30,0,11,10,0,11,10,120,118,99,90,99,91,120,91,99,118,91,109,305,80,155,80,155,155,305,610,0,0,0,75,-40
32,0,-25,75,0,0,30,0,11,10,0,11,10,120,116,98,90,98,92,120,92,98,116,92,108,310,80,155,80,155,155,310,620,0,0,0,75,-40
33,0,-25,75,0,0,30,0,11,10,0,11,10,120,114,97,90,97,93,120,93,97,114,93,107,315,80,160,80,160,160,315,630,0,0,0,75,-40
34,0,-25,75,0,0,30,0,11,10,0,11,10,120,112,96,90,96,94,120,94,96,112,94,106,320,85,160,85,160,160,320,640,0,0,0,75,-40
35,0,-25,75,0,0,30,0,10,12,0,10,12,120,110,95,90,95,95,120,95,95,110,95,105,330,85,165,85,165,165,330,660,0,0,0,75,-40
36,0,-25,75,0,0,30,0,10,12,0,10,12,120,108,94,90,94,96,120,96,94,108,96,104,340,85,165,85,165,165,340,680,0,0,0,75,-40
37,0,-25,75,0,0,30,0,10,12,0,10,12,120,106,93,90,93,97,120,97,93,106,97,103,350,90,170,90,170,170,350,700,0,0,0,75,-40
38,0,-25,75,0,0,30,0,10,12,0,10,12,120,104,92,90,92,98,120,98,92,104,98,102,360,90,175,90,175,175,360,720,0,0,0,75,-40
39,0,-25,75,0,0,30,0,10,12,0,10,12,120,102,91,90,91,99,120,99,91,102,99,101,370,90,180,90,180,180,370,740,0,0,0,75,-40
40,-25,-50,50,-50,-50,30,0,-10,14,0,-10,14,120,100,90,90,90,100,120,100,90,100,100,100,400,100,200,100,200,200,400,800,0,0,0,75,-40
41,-25,-50,50,-50,-50,30,0,-10,14,0,-10,14,118,99,89,91,90,101,118,100,89,98,100,100,405,105,205,105,205,205,405,810,0,0,0,50,-50
42,-25,-50,50,-50,-50,30,0,-10,14,0,-10,14,116,98,88,92,90,102,116,100,88,96,100,100,410,105,205,105,205,205,410,820,0,0,0,50,-50
43,-25,-50,50,-50,-50,30,0,-10,14,0,-10,14,114,97,87,93,90,103,114,100,87,94,100,100,415,105,210,105,210,210,415,830,0,0,0,50,-50
44,-25,-50,50,-50,-50,30,0,-10,14,0,-10,14,112,96,86,94,90,104,112,100,86,92,100,100,420,110,210,110,210,210,420,840,0,0,0,50,-50
45,-25,-75,50,-50,-50,30,0,-11,16,0,-11,16,110,95,85,95,90,105,110,100,85,90,100,100,430,110,215,110,215,215,430,860,0,0,0,50,-50
46,-25,-75,50,-50,-50,30,0,-11,16,0,-11,16,108,94,84,96,90,106,108,100,84,88,100,100,440,110,215,110,215,215,440,880,0,0,0,50,-50
47,-25,-75,50,-50,-50,30,0,-11,16,0,-11,16,106,93,83,97,90,107,106,100,83,86,100,100,450,115,220,115,220,220,450,900,0,0,0,50,-50
48,-25,-75,50,-50,-50,30,0,-11,16,0,-11,16,104,92,82,98,90,108,104,100,82,84,100,100,460,115,225,115,225,225,460,920,0,0,0,50,-50
49,-25,-75,50,-50,-50,30,0,-11,16,0,-11,16,102,91,81,99,90,109,102,100,81,82,100,100,470,115,230,115,230,230,470,940,0,0,0,50,-50
50,-50,-100,35,-50,-50,20,0,-12,18,0,-12,18,100,90,80,100,90,110,100,100,80,80,100,100,500,125,250,125,250,250,500,1000,0,0,0,50,-50
51,-50,-100,35,-50,-50,20,0,-12,18,0,-12,18,99,89,79,100,91,111,99,101,79,78,101,99,505,130,255,130,255,255,505,1010,0,0,0,50,-50
52,-50,-100,35,-50,-50,20,0,-12,18,0,-12,18,98,88,78,100,92,112,98,102,78,76,102,98,510,130,255,130,255,255,510,1020,0,0,0,50,-50
53,-50,-100,35,-50,-50,20,0,-12,18,0,-12,18,97,87,77,100,93,113,97,103,77,74,103,97,515,130,260,130,260,260,515,1030,0,0,0,50,-50
54,-50,-100,35,-50,-50,20,0,-12,18,0,-12,18,96,86,76,100,94,114,96,104,76,72,104,96,520,135,260,135,260,260,520,1040,0,0,0,50,-50
55,-50,-100,35,-50,-50,20,0,-13,20,0,-13,20,95,85,75,100,95,115,95,105,75,70,105,95,530,135,265,135,265,265,530,1060,0,0,0,50,-50
56,-50,-100,35,-50,-50,20,0,-13,20,0,-13,20,94,84,74,100,96,116,94,106,74,68,106,94,540,135,265,135,265,265,540,1080,0,0,0,50,-50
57,-50,-100,35,-50,-50,20,0,-13,20,0,-13,20,93,83,73,100,97,117,93,107,73,66,107,93,550,140,270,140,270,270,550,1100,0,0,0,50,-50
58,-50,-100,35,-50,-50,20,0,-13,20,0,-13,20,92,82,72,100,98,118,92,108,72,64,108,92,560,140,275,140,275,275,560,1120,0,0,0,50,-50
59,-50,-100,35,-50,-50,20,0,-13,20,0,-13,20,91,81,71,100,99,119,91,109,71,62,109,91,570,140,280,140,280,280,570,1140,0,0,0,50,-50
60,-75,-100,15,-100,-100,20,0,-14,22,0,-14,22,90,80,70,100,100,120,90,110,70,60,110,90,600,150,300,150,300,300,600,1200,0,0,0,40,-75
61,-75,-100,15,-100,-100,20,0,-14,22,0,-14,22,89,79,69,100,100,120,89,110,69,61,110,89,605,155,305,155,305,305,605,1210,0,0,0,40,-75
62,-75,-100,15,-100,-100,20,0,-14,22,0,-14,22,88,78,68,100,100,120,88,110,68,62,110,88,610,155,305,155,305,305,610,1220,0,0,0,40,-75
63,-75,-100,15,-100,-100,20,0,-14,22,0,-14,22,87,77,67,100,100,120,87,110,67,63,110,87,615,155,310,155,310,310,615,1230,0,0,0,40,-75
64,-75,-100,15,-100,-100,20,0,-14,22,0,-14,22,86,76,66,100,100,120,86,110,66,64,110,86,620,160,310,160,310,310,620,1240,0,0,0,40,-75
65,-75,-100,15,-100,-100,20,0,-15,24,0,-15,24,85,75,65,100,100,120,85,110,65,65,110,85,630,160,315,160,315,315,630,1260,0,0,0,40,-75
66,-75,-100,15,-100,-100,20,0,-15,24,0,-15,24,84,74,64,100,100,120,84,110,64,66,110,84,640,160,315,160,315,315,640,1280,0,0,0,40,-75
67,-75,-100,15,-100,-100,20,0,-15,24,0,-15,24,83,73,63,100,100,120,83,110,63,67,110,83,650,165,320,165,320,320,650,1300,0,0,0,40,-75
68,-75,-100,15,-100,-100,20,0,-15,24,0,-15,24,82,72,62,100,100,120,82,110,62,68,110,82,660,165,325,165,325,325,660,1320,0,0,0,40,-75
69,-75,-100,15,-100,-100,20,0,-15,24,0,-15,24,81,71,61,100,100,120,81,110,61,69,110,81,670,165,330,165,330,330,670,1340,0,0,0,40,-75
70,-100,-100,5,-100,-100,20,0,-16,26,0,-16,26,80,70,60,100,100,120,80,110,60,70,110,80,700,175,350,175,350,350,700,1400,0,0,0,30,-100
71,-100,-100,5,-100,-100,20,0,-16,26,0,-16,26,79,69,59,102,100,120,79,111,59,71,111,79,705,180,355,180,355,355,705,1410,0,0,0,30,-100
72,-100,-100,5,-100,-100,20,0,-16,26,0,-16,26,78,68,58,104,100,120,78,112,58,72,112,78,710,180,355,180,355,355,710,1420,0,0,0,30,-100
73,-100,-100,5,-100,-100,20,0,-16,26,0,-16,26,77,67,57,106,100,120,77,113,57,73,113,77,715,180,360,180,360,360,715,1430,0,0,0,30,-100
74,-100,-100,5,-100,-100,20,0,-16,26,0,-16,26,76,66,56,108,100,120,76,114,56,74,114,76,720,185,360,185,360,360,720,1440,0,0,0,30,-100
75,-100,-100,5,-100,-100,20,0,-17,28,0,-17,28,75,65,55,110,100,120,75,115,55,75,115,75,730,185,365,185,365,365,730,1460,0,0,0,30,-100
76,-100,-100,5,-100,-100,20,0,-17,28,0,-17,28,74,64,54,112,100,120,74,116,54,76,116,74,740,185,365,185,365,365,740,1480,0,0,0,30,-100
77,-100,-100,5,-100,-100,20,0,-17,28,0,-17,28,73,63,53,114,100,120,73,117,53,77,117,73,750,190,370,190,370,370,750,1500,0,0,0,30,-100
78,-100,-100,5,-100,-100,20,0,-17,28,0,-17,28,72,62,52,116,100,120,72,118,52,78,118,72,760,190,375,190,375,375,760,1520,0,0,0,30,-100
79,-100,-100,5,-100,-100,20,0,-17,28,0,-17,28,71,61,51,118,100,120,71,119,51,79,119,71,770,190,380,190,380,380,770,1540,0,0,0,30,-100
80,-100,-100,0,-200,-200,20,0,-18,30,0,-18,30,70,60,50,120,100,120,70,120,50,80,120,70,800,200,400,200,400,400,800,1600,0,0,0,20,-125
81,-100,-100,0,-200,-200,20,0,-18,30,0,-18,30,69,59,50,120,102,120,69,120,50,81,120,69,805,205,405,205,405,405,805,1610,0,0,0,20,-125
82,-100,-100,0,-200,-200,20,0,-18,30,0,-18,30,68,58,50,120,104,120,68,120,50,82,120,68,810,205,405,205,405,405,810,1620,0,0,0,20,-125
83,-100,-100,0,-200,-200,20,0,-18,30,0,-18,30,67,57,50,120,106,120,67,120,50,83,120,67,815,205,410,205,410,410,815,1630,0,0,0,20,-125
84,-100,-100,0,-200,-200,20,0,-18,30,0,-18,30,66,56,50,120,108,120,66,120,50,84,120,66,820,210,410,210,410,410,820,1640,0,0,0,20,-125
85,-100,-100,0,-200,-200,20,0,-19,30,0,-19,30,65,55,50,120,110,120,65,120,50,85,120,65,830,210,415,210,415,415,830,1660,0,0,0,20,-125
86,-100,-100,0,-200,-200,20,0,-19,30,0,-19,30,64,54,50,120,112,120,64,120,50,86,120,64,840,210,415,210,415,415,840,1680,0,0,0,20,-125
87,-100,-100,0,-200,-200,20,0,-19,30,0,-19,30,63,53,50,120,114,120,63,120,50,87,120,63,850,215,420,215,420,420,850,1700,0,0,0,20,-125
88,-100,-100,0,-200,-200,20,0,-19,30,0,-19,30,62,52,50,120,116,120,62,120,50,88,120,62,860,215,425,215,425,425,860,1720,0,0,0,20,-125
89,-100,-100,0,-200,-200,20,0,-19,30,0,-19,30,61,51,50,120,118,120,61,120,50,89,120,61,870,215,430,215,430,430,870,1740,0,0,0,20,-125
90,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,60,50,50,120,120,120,60,120,50,90,120,60,900,225,450,225,450,450,900,1800,0,0,0,0,-150
91,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,59,50,50,120,120,120,59,120,50,91,120,59,905,230,455,230,455,455,905,1810,0,0,0,0,-150
92,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,58,50,50,120,120,120,58,120,50,92,120,58,910,230,455,230,455,455,910,1820,0,0,0,0,-150
93,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,57,50,50,120,120,120,57,120,50,93,120,57,915,230,460,230,460,460,915,1830,0,0,0,0,-150
94,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,56,50,50,120,120,120,56,120,50,94,120,56,920,235,460,235,460,460,920,1840,0,0,0,0,-150
95,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,55,50,50,120,120,120,55,120,50,95,120,55,930,235,465,235,465,465,930,1860,0,0,0,0,-150
96,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,54,50,50,120,120,120,54,120,50,96,120,54,940,235,465,235,465,465,940,1880,0,0,0,0,-150
97,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,53,50,50,120,120,120,53,120,50,97,120,53,950,240,470,240,470,470,950,1900,0,0,0,0,-150
98,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,52,50,50,120,120,120,52,120,50,98,120,52,960,240,475,240,475,475,960,1920,0,0,0,0,-150
99,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,51,50,50,120,120,120,51,120,50,99,120,51,970,240,480,240,480,480,970,1940,0,0,0,0,-150
100,-100,-100,0,-200,-200,10,0,-20,30,0,-20,30,50,50,50,120,120,120,50,120,50,100,120,50,1000,250,500,250,500,500,1000,2000,0,0,0,0,-150
